1	1
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	1
37	1
38	1
39	1
40	1
41	1
42	0
43	0
44	0
45	0
46	1
47	1
48	1
49	0
50	1
51	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	0
70	1
71	1
72	1
73	1
74	0
75	1
76	1
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	0
88	1
89	1
90	1
91	1
92	0
93	1
94	0
95	0
96	1
97	0
98	0
99	1
100	1
101	1
102	0
103	1
104	1
105	1
106	1
107	1
108	1
109	1
110	1
111	0
112	1
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	1
128	1
129	1
130	1
131	0
132	1
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	1
142	1
143	1
144	0
145	0
146	0
147	0
148	0
149	1
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	1
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	1
182	1
183	1
184	0
185	0
186	0
187	0
188	1
189	1
190	0
191	1
192	1
193	1
194	1
195	1
196	1
197	0
198	0
199	1
200	1
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	1
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	1
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	1
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	1
299	0
300	0
301	1
302	1
303	1
304	0
305	0
306	1
307	1
308	0
309	1
310	0
311	1
312	0
313	0
314	1
315	0
316	0
317	1
318	0
319	0
320	1
321	1
322	1
323	0
324	0
325	0
326	1
327	1
328	0
329	0
330	0
331	1
332	0
333	1
334	1
335	0
336	1
337	1
338	0
339	1
340	0
341	0
342	1
343	1
344	1
345	1
346	1
347	1
348	0
349	1
350	1
351	1
352	1
353	0
354	1
355	1
356	1
357	1
358	1
359	1
360	1
361	2
362	1
363	0
364	1
365	1
366	1
367	0
368	1
369	1
370	1
371	0
372	1
373	1
374	1
375	0
376	1
377	1
378	1
379	1
380	1
381	0
382	0
383	0
384	0
385	1
386	1
387	0
388	0
389	0
390	0
391	1
392	0
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	1
409	1
410	0
411	0
412	0
413	1
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	1
435	1
436	1
437	1
438	1
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	1
449	0
450	1
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	1
474	1
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	1
486	1
487	0
488	0
489	0
490	0
491	0
492	1
493	0
494	0
495	0
496	0
497	0
498	0
499	1
500	0
501	0
502	0
503	0
504	0
505	1
506	0
507	1
508	1
509	0
510	1
511	1
512	0
513	0
514	0
515	0
516	0
517	1
518	1
519	1
520	0
521	1
522	0
523	0
524	0
525	0
526	0
527	0
528	1
529	0
530	0
531	0
532	0
533	0
534	0
535	1
536	0
537	0
538	0
539	1
540	0
541	1
542	1
543	0
544	1
545	1
546	1
547	0
548	1
549	0
550	1
551	0
552	0
553	1
554	0
555	1
556	2
557	2
558	1
559	1
560	1
561	0
562	1
563	1
564	2
565	0
566	1
567	1
568	1
569	1
570	1
571	2
572	1
573	1
574	0
575	1
576	0
577	1
578	1
579	1
580	0
581	1
582	2
583	1
584	2
585	2
586	1
587	1
588	1
589	1
590	1
591	1
592	0
593	1
594	1
595	0
596	2
597	2
598	0
599	1
600	0
601	0
602	1
603	1
604	1
605	0
606	1
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	1
615	0
616	0
617	0
618	1
619	0
620	0
621	1
622	0
623	1
624	0
625	0
626	0
627	0
628	0
629	0
630	0
631	0
632	0
633	0
634	1
635	0
636	1
637	0
638	0
639	1
640	0
641	0
642	1
643	1
644	0
645	0
646	1
647	0
648	1
649	1
650	1
651	2
652	0
653	1
654	2
655	1
656	1
657	2
658	1
659	1
660	0
661	1
662	0
663	1
664	0
665	1
666	1
667	1
668	1
669	1
670	1
671	1
672	0
673	1
674	1
675	0
676	1
677	1
678	1
679	0
680	1
681	1
682	1
683	1
684	1
685	0
686	1
687	0
688	0
689	1
690	0
691	0
692	0
693	0
694	0
695	0
696	0
697	0
698	1
699	0
700	0
701	0
702	0
703	0
704	0
705	0
706	0
707	1
708	0
709	0
710	1
711	0
712	1
713	1
714	0
715	0
716	0
717	1
718	0
719	0
720	0
721	0
722	0
723	0
724	0
725	0
726	0
727	0
728	0
729	0
730	0
731	0
732	0
733	0
734	0
735	0
736	1
737	1
738	0
739	0
740	0
741	1
742	1
743	1
744	0
745	1
746	0
747	1
748	1
749	1
750	1
751	1
752	1
753	0
754	1
755	0
756	0
757	1
758	0
759	1
760	2
761	0
762	1
763	0
764	0
765	2
766	0
767	0
768	0
769	1
770	1
771	2
772	0
773	2
774	0
775	0
776	0
777	0
778	0
779	0
780	1
781	0
782	2
783	1
784	1
785	1
786	1
787	1
788	2
789	0
790	0
791	0
792	1
793	1
794	1
795	0
796	0
797	1
798	1
799	1
800	0
801	0
802	1
803	1
804	0
805	1
806	1
807	1
808	1
809	1
810	1
811	0
812	0
813	0
814	0
815	0
816	0
817	1
818	0
819	1
820	1
821	1
822	2
823	1
824	1
825	1
826	1
827	1
828	0
829	0
830	0
831	0
832	0
833	0
834	0
835	0
836	0
837	1
838	0
839	0
840	0
841	0
842	0
843	0
844	0
845	0
